"Index", "Year", "Percent"
1, 1990, 7.9
2, 1991, 7.8
3, 1992, 7.8
4, 1993, 7.8
5, 1994, 7.7
6, 1995, 7.6
7, 1996, 7.6
8, 1997, 7.6
9, 1998, 7.7
10, 1999, 7.7
11, 2000, 7.7
12, 2001, 7.8
13, 2002, 7.8
14, 2003, 7.8
15, 2004, 7.8
16, 2005, 7.7
17, 2006, 7.7
18, 2007, 7.7
19, 2008, 7.7
20, 2009, 7.6
21, 2010, 7.6
22, 2011, 7.6
23, 2012, 7.6
24, 2013, 7.6
25, 2014, 7.6
26, 2015, 7.7
27, 2016, 7.7
28, 2017, 7.7
29, 2018, 7.6
30, 2019, 7.6
31, 2020, 7.6
32, 2021, 7.6
