"Index", "Year", "Percent"
1, 1990, 7.4
2, 1991, 7.4
3, 1992, 7.5
4, 1993, 7.6
5, 1994, 7.7
6, 1995, 7.8
7, 1996, 7.9
8, 1997, 7.9
9, 1998, 8.0
10, 1999, 8.0
11, 2000, 8.1
12, 2001, 8.2
13, 2002, 8.3
14, 2003, 8.3
15, 2004, 8.4
16, 2005, 8.5
17, 2006, 8.6
18, 2007, 8.7
19, 2008, 8.7
20, 2009, 8.7
21, 2010, 8.8
22, 2011, 8.8
23, 2012, 8.7
24, 2013, 8.7
25, 2014, 8.7
26, 2015, 8.8
27, 2016, 8.8
28, 2017, 8.8
29, 2018, 8.8
30, 2019, 8.8
31, 2020, 8.8
32, 2021, 8.8
