"Index", "Year", "Percent"
1, 1990, 8.1
2, 1991, 8.0
3, 1992, 8.0
4, 1993, 7.9
5, 1994, 7.9
6, 1995, 7.8
7, 1996, 7.8
8, 1997, 7.7
9, 1998, 7.7
10, 1999, 7.6
11, 2000, 7.6
12, 2001, 7.6
13, 2002, 7.5
14, 2003, 7.5
15, 2004, 7.4
16, 2005, 7.4
17, 2006, 7.4
18, 2007, 7.3
19, 2008, 7.3
20, 2009, 7.3
21, 2010, 7.3
22, 2011, 7.4
23, 2012, 7.4
24, 2013, 7.5
25, 2014, 7.6
26, 2015, 7.7
27, 2016, 7.8
28, 2017, 7.9
29, 2018, 8.0
30, 2019, 8.1
31, 2020, 8.3
32, 2021, 8.4
