"Index", "Year", "Percent"
1, 1990, 10.2
2, 1991, 10.2
3, 1992, 10.2
4, 1993, 10.2
5, 1994, 10.3
6, 1995, 10.3
7, 1996, 10.4
8, 1997, 10.4
9, 1998, 10.5
10, 1999, 10.5
11, 2000, 10.5
12, 2001, 10.5
13, 2002, 10.5
14, 2003, 10.4
15, 2004, 10.4
16, 2005, 10.3
17, 2006, 10.3
18, 2007, 10.2
19, 2008, 10.1
20, 2009, 10.1
21, 2010, 10.1
22, 2011, 10.0
23, 2012, 10.0
24, 2013, 10.0
25, 2014, 10.0
26, 2015, 10.0
27, 2016, 10.0
28, 2017, 10.0
29, 2018, 10.0
30, 2019, 10.0
31, 2020, 10.0
32, 2021, 10.0
