"Index", "Year", "Percent"
1, 1990, 8.6
2, 1991, 8.6
3, 1992, 8.6
4, 1993, 8.7
5, 1994, 8.7
6, 1995, 8.8
7, 1996, 8.8
8, 1997, 8.9
9, 1998, 8.9
10, 1999, 9.0
11, 2000, 9.0
12, 2001, 9.1
13, 2002, 9.2
14, 2003, 9.3
15, 2004, 9.4
16, 2005, 9.5
17, 2006, 9.6
18, 2007, 9.7
19, 2008, 9.8
20, 2009, 9.8
21, 2010, 9.8
22, 2011, 9.8
23, 2012, 9.8
24, 2013, 9.8
25, 2014, 9.9
26, 2015, 9.9
27, 2016, 9.9
28, 2017, 9.9
29, 2018, 9.9
30, 2019, 9.9
31, 2020, 9.9
32, 2021, 9.9
