"Index", "Year", "Percent"
1, 1990, 4.8
2, 1991, 4.9
3, 1992, 5.0
4, 1993, 5.1
5, 1994, 5.2
6, 1995, 5.3
7, 1996, 5.4
8, 1997, 5.5
9, 1998, 5.6
10, 1999, 5.7
11, 2000, 5.8
12, 2001, 5.9
13, 2002, 6.0
14, 2003, 6.1
15, 2004, 6.2
16, 2005, 6.3
17, 2006, 6.4
18, 2007, 6.4
19, 2008, 6.5
20, 2009, 6.5
21, 2010, 6.5
22, 2011, 6.5
23, 2012, 6.5
24, 2013, 6.5
25, 2014, 6.5
26, 2015, 6.5
27, 2016, 6.5
28, 2017, 6.5
29, 2018, 6.5
30, 2019, 6.5
31, 2020, 6.5
32, 2021, 6.5
