"Index", "Year", "Percent"
1, 1990, 9.6
2, 1991, 9.6
3, 1992, 9.6
4, 1993, 9.7
5, 1994, 9.7
6, 1995, 9.7
7, 1996, 9.8
8, 1997, 9.8
9, 1998, 9.8
10, 1999, 9.8
11, 2000, 9.9
12, 2001, 9.9
13, 2002, 9.9
14, 2003, 9.9
15, 2004, 9.9
16, 2005, 10.0
17, 2006, 10.0
18, 2007, 10.0
19, 2008, 10.0
20, 2009, 10.0
21, 2010, 10.1
22, 2011, 10.1
23, 2012, 10.1
24, 2013, 10.1
25, 2014, 10.1
26, 2015, 10.1
27, 2016, 10.1
28, 2017, 10.1
29, 2018, 10.1
30, 2019, 10.1
31, 2020, 10.1
32, 2021, 10.1
