"Index", "Year", "Percent"
1, 1990, 9.8
2, 1991, 9.8
3, 1992, 9.8
4, 1993, 9.9
5, 1994, 10.0
6, 1995, 10.0
7, 1996, 10.0
8, 1997, 10.0
9, 1998, 10.0
10, 1999, 10.0
11, 2000, 10.0
12, 2001, 10.0
13, 2002, 10.0
14, 2003, 10.1
15, 2004, 10.2
16, 2005, 10.3
17, 2006, 10.4
18, 2007, 10.4
19, 2008, 10.4
20, 2009, 10.4
21, 2010, 10.4
22, 2011, 10.3
23, 2012, 10.2
24, 2013, 10.1
25, 2014, 10.0
26, 2015, 10.0
27, 2016, 10.0
28, 2017, 10.0
29, 2018, 10.0
30, 2019, 10.0
31, 2020, 10.0
32, 2021, 10.0
