"Index", "Year", "Percent"
1, 1990, 6.3
2, 1991, 6.5
3, 1992, 6.7
4, 1993, 6.9
5, 1994, 7.0
6, 1995, 7.2
7, 1996, 7.4
8, 1997, 7.6
9, 1998, 7.7
10, 1999, 7.9
11, 2000, 8.0
12, 2001, 8.2
13, 2002, 8.1
14, 2003, 8.0
15, 2004, 7.9
16, 2005, 7.8
17, 2006, 7.6
18, 2007, 7.5
19, 2008, 7.4
20, 2009, 7.3
21, 2010, 7.2
22, 2011, 7.1
23, 2012, 7.0
24, 2013, 7.0
25, 2014, 6.9
26, 2015, 6.8
27, 2016, 6.7
28, 2017, 6.5
29, 2018, 6.4
30, 2019, 6.2
31, 2020, 6.1
32, 2021, 6.0
