"Index", "Year", "Percent"
1, 1990, 6.3
2, 1991, 6.3
3, 1992, 6.3
4, 1993, 6.3
5, 1994, 6.3
6, 1995, 6.2
7, 1996, 6.2
8, 1997, 6.1
9, 1998, 6.1
10, 1999, 6.0
11, 2000, 5.9
12, 2001, 5.9
13, 2002, 5.8
14, 2003, 5.8
15, 2004, 5.8
16, 2005, 5.8
17, 2006, 5.8
18, 2007, 5.8
19, 2008, 5.8
20, 2009, 5.8
21, 2010, 5.8
22, 2011, 5.8
23, 2012, 5.8
24, 2013, 5.8
25, 2014, 5.8
26, 2015, 5.8
27, 2016, 5.8
28, 2017, 5.8
29, 2018, 5.8
30, 2019, 5.8
31, 2020, 5.8
32, 2021, 5.8
