"Index", "Year", "Percent"
1, 1990, 6.3
2, 1991, 6.3
3, 1992, 6.3
4, 1993, 6.4
5, 1994, 6.4
6, 1995, 6.5
7, 1996, 6.5
8, 1997, 6.6
9, 1998, 6.6
10, 1999, 6.6
11, 2000, 6.6
12, 2001, 6.6
13, 2002, 6.6
14, 2003, 6.7
15, 2004, 6.7
16, 2005, 6.7
17, 2006, 6.7
18, 2007, 6.7
19, 2008, 6.8
20, 2009, 6.8
21, 2010, 6.8
22, 2011, 6.8
23, 2012, 6.8
24, 2013, 6.8
25, 2014, 6.8
26, 2015, 6.8
27, 2016, 6.8
28, 2017, 6.7
29, 2018, 6.7
30, 2019, 6.7
31, 2020, 6.7
32, 2021, 6.7
