"Index", "Year", "Percent"
1, 1990, 6.1
2, 1991, 6.1
3, 1992, 6.0
4, 1993, 5.9
5, 1994, 5.8
6, 1995, 5.7
7, 1996, 5.6
8, 1997, 5.5
9, 1998, 5.4
10, 1999, 5.3
11, 2000, 5.2
12, 2001, 5.1
13, 2002, 5.0
14, 2003, 4.9
15, 2004, 4.9
16, 2005, 4.8
17, 2006, 4.7
18, 2007, 4.6
19, 2008, 4.5
20, 2009, 4.4
21, 2010, 4.3
22, 2011, 4.2
23, 2012, 4.1
24, 2013, 4.0
25, 2014, 4.0
26, 2015, 4.0
27, 2016, 4.0
28, 2017, 4.0
29, 2018, 4.0
30, 2019, 4.0
31, 2020, 4.0
32, 2021, 4.0
