"Index", "Year", "Percent"
1, 1990, 9.9
2, 1991, 10.0
3, 1992, 10.1
4, 1993, 10.2
5, 1994, 10.3
6, 1995, 10.3
7, 1996, 10.4
8, 1997, 10.5
9, 1998, 10.6
10, 1999, 10.6
11, 2000, 10.7
12, 2001, 10.7
13, 2002, 10.7
14, 2003, 10.8
15, 2004, 10.8
16, 2005, 10.8
17, 2006, 10.8
18, 2007, 10.8
19, 2008, 10.9
20, 2009, 10.9
21, 2010, 10.9
22, 2011, 10.9
23, 2012, 11.0
24, 2013, 11.0
25, 2014, 11.1
26, 2015, 11.2
27, 2016, 11.3
28, 2017, 11.4
29, 2018, 11.5
30, 2019, 11.6
31, 2020, 11.7
32, 2021, 10.7
