"Index", "Year", "Percent"
1, 1990, 7.1
2, 1991, 7.2
3, 1992, 7.2
4, 1993, 7.3
5, 1994, 7.3
6, 1995, 7.3
7, 1996, 7.3
8, 1997, 7.4
9, 1998, 7.4
10, 1999, 7.5
11, 2000, 7.5
12, 2001, 7.6
13, 2002, 7.6
14, 2003, 7.6
15, 2004, 7.7
16, 2005, 7.7
17, 2006, 7.8
18, 2007, 7.8
19, 2008, 7.8
20, 2009, 7.9
21, 2010, 7.9
22, 2011, 7.9
23, 2012, 7.9
24, 2013, 8.0
25, 2014, 8.0
26, 2015, 8.1
27, 2016, 8.2
28, 2017, 8.3
29, 2018, 8.4
30, 2019, 8.5
31, 2020, 8.6
32, 2021, 8.7
