"Index", "Year", "Percent"
1, 1990, 3.9
2, 1991, 3.9
3, 1992, 3.9
4, 1993, 4.0
5, 1994, 4.1
6, 1995, 4.2
7, 1996, 4.3
8, 1997, 4.4
9, 1998, 4.5
10, 1999, 4.6
11, 2000, 4.7
12, 2001, 4.8
13, 2002, 4.9
14, 2003, 5.0
15, 2004, 5.1
16, 2005, 5.2
17, 2006, 5.3
18, 2007, 5.4
19, 2008, 5.5
20, 2009, 5.6
21, 2010, 5.7
22, 2011, 5.8
23, 2012, 5.9
24, 2013, 6.0
25, 2014, 6.1
26, 2015, 6.2
27, 2016, 6.4
28, 2017, 6.5
29, 2018, 6.7
30, 2019, 6.8
31, 2020, 7.0
32, 2021, 7.1
