"Index", "Year", "Percent"
1, 1990, 5.7
2, 1991, 5.7
3, 1992, 5.7
4, 1993, 5.7
5, 1994, 5.6
6, 1995, 5.5
7, 1996, 5.4
8, 1997, 5.3
9, 1998, 5.1
10, 1999, 5.0
11, 2000, 4.9
12, 2001, 4.8
13, 2002, 4.7
14, 2003, 4.6
15, 2004, 4.5
16, 2005, 4.5
17, 2006, 4.5
18, 2007, 4.5
19, 2008, 4.5
20, 2009, 4.5
21, 2010, 4.5
22, 2011, 4.5
23, 2012, 4.5
24, 2013, 4.5
25, 2014, 4.5
26, 2015, 4.5
27, 2016, 4.5
28, 2017, 4.5
29, 2018, 4.5
30, 2019, 4.5
31, 2020, 4.5
32, 2021, 4.5
