"Index", "Year", "Percent"
1, 1990, 6.2
2, 1991, 6.2
3, 1992, 6.2
4, 1993, 6.2
5, 1994, 6.2
6, 1995, 6.2
7, 1996, 6.2
8, 1997, 6.1
9, 1998, 6.1
10, 1999, 6.1
11, 2000, 6.0
12, 2001, 6.0
13, 2002, 6.0
14, 2003, 6.0
15, 2004, 6.0
16, 2005, 6.0
17, 2006, 6.1
18, 2007, 6.1
19, 2008, 6.1
20, 2009, 6.2
21, 2010, 6.2
22, 2011, 6.2
23, 2012, 6.3
24, 2013, 6.3
25, 2014, 6.4
26, 2015, 6.4
27, 2016, 6.5
28, 2017, 6.5
29, 2018, 6.5
30, 2019, 6.5
31, 2020, 6.5
32, 2021, 6.5
